Openning COM3 at 57600 ...
(3500, 1167, -713)
(3222, 1241, -385)
(2712, 1282, -229)
(2502, 1202, -97)
(2266, 941, 87)
(1546, 814, 150)
(1120, 689, 210)
(162, 370, 242)
(-315, 165, 180)
(-777, -265, -121)
(-1716, -462, -287)
(-2181, -616, -391)
(-3056, -743, -351)
(-3459, -739, -253)
(-3823, -711, -13)
(-4425, -579, 75)
(-4610, -456, 147)
(-4778, -186, 145)
(-4822, -74, 58)
(-4857, -11, -268)
(-5009, -28, -521)
(-5118, -89, -803)
(-5216, -206, -1310)
(-5288, -241, -1433)
(-5298, -272, -1432)
(-5345, -422, -1184)
(-5373, -557, -1054)
(-5396, -841, -996)
(-5434, -969, -1070)
(-5468, -1040, -1206)
(-5546, -920, -1701)
(-5530, -734, -1988)
(-5415, -509, -2054)
(-4492, -33, -1616)
(-3635, 89, -1073)
(-1635, -10, -185)
(-750, -116, -11)
(-108, -143, -39)
(578, -76, -174)
(692, -5, -324)
(779, 133, -491)
(1078, 184, -445)
(1293, 238, -320)
(1712, 231, 125)
(1911, 178, 375)
(2093, 57, 698)
(2384, 24, 786)
(2511, 6, 925)
(2639, 138, 1309)
(2673, 317, 1462)
(2668, 616, 1647)
(2758, 1207, 1666)
(2825, 1406, 1631)
(2984, 1567, 1486)
(3074, 1616, 1400)
(3170, 1678, 1321)
(3301, 1829, 1370)
(3348, 1870, 1484)
(3418, 1834, 1805)
(3651, 1791, 1970)
(3774, 1817, 2114)
(3543, 2185, 1986)
(3206, 2394, 1736)
(2866, 2553, 1047)
(2472, 2521, 727)
(2313, 2439, 475)
(2077, 2185, 197)
(1950, 2093, 150)
(1743, 2157, 123)
(1210, 2261, 102)
(946, 2321, 76)
(525, 2241, 2)
(353, 2133, -23)
(235, 1972, 7)
(145, 1617, 72)
(94, 1509, 136)
(-18, 1386, 239)
(-91, 1367, 274)
(-190, 1360, 237)
(-410, 1309, 179)
(-513, 1265, 130)
(-638, 1223, 50)
(-892, 1229, -1)
(-950, 1230, -49)
(-891, 1167, -123)
(-778, 1104, -143)
(-635, 977, -129)
(-335, 926, -93)
(-220, 894, -49)
(-99, 884, -1)
(-95, 910, -21)
(-236, 1151, -19)
(-93, 1356, -13)
(-78, 1325, 21)
(-67, 1280, 101)
(-34, 1277, 115)
(-45, 1203, 105)
(-38, 1101, 78)
(-56, 1062, 51)
(-56, 1010, 9)
(-72, 1003, -9)
(-65, 982, -45)
(-74, 932, -62)
(-74, 904, -40)
(-62, 847, -9)
(-45, 853, 14)
(-49, 877, 40)
(-55, 973, 29)
(-55, 985, 1)
(-66, 944, -97)
(-78, 755, -160)
(-67, 618, -207)
(-53, 377, -206)
(-42, 343, -205)
(-36, 327, -189)
(-38, 326, -176)
(-31, 337, -163)
(-27, 398, -145)
(-27, 427, -141)
(-28, 458, -169)
(-80, 340, -164)
(38, 74, -110)
(9, 20, -43)
(13, 12, -59)
(7, -1, -55)
(11, 4, -47)
(9, 3, -35)
(11, 10, -51)
(9, 5, -46)
(9, 2, -38)
(7, 3, -41)
(9, -1, -42)
(10, 0, -40)
(8, -3, -42)
(11, -1, -41)
(12, -1, -39)
(11, -2, -38)
(11, 0, -38)
(10, -3, -41)
(9, 0, -40)
(8, 0, -43)
(12, -3, -45)
(10, 0, -45)
(10, 1, -41)
(12, 1, -36)
(10, -9, -53)
(11, 0, -69)
(10, -1, -84)
(3, 1, -142)
(7, -4, -168)
(10, -5, -194)
(5, -3, -191)
(4, -4, -180)
(8, -4, -165)
(3, 1, -166)
(3, -1, -192)
(1, -1, -193)
(1, 0, -179)
(3, 0, -150)
(9, 1, -125)
(5, -4, -123)
(9, -3, -88)
(7, 0, -77)
(7, 2, -36)
(9, 2, -31)
(9, 1, -42)
(8, 1, -42)
(8, 2, -39)
(10, 0, -41)
(10, 0, -40)
(6, -2, -43)
(6, 0, -46)
(8, 2, -47)
(10, 3, -74)
(8, 1, -108)
(3, -3, -157)
(3, -9, -208)
(2, -5, -200)
(2, 1, -135)
(2, 5, -83)
(10, 7, -36)
(11, 1, -43)
(12, 0, -33)
(10, 0, -43)
(14, -2, -37)
(11, -4, -34)
(12, -3, -34)
(13, -5, -35)
(9, -4, -42)
(12, -5, -40)
(11, 1, -39)
(10, -2, -42)
(11, -4, -38)
(9, -1, -38)
(7, -2, -38)
(11, -7, -40)
(11, 3, -40)
(12, -5, -39)
(9, -4, -42)
(9, 0, -41)
(9, -2, -37)
(10, -1, -37)
(11, -1, -37)
(8, 0, -42)
(11, 0, -36)
(8, 0, -41)
(11, -4, -38)
(10, -2, -41)
(11, -3, -38)
(11, -3, -39)
(9, -7, -38)
(9, -2, -39)
(11, -3, -40)
(10, -2, -39)
(9, 3, -39)
(9, -2, -38)
(12, 2, -39)
(9, -4, -41)
(10, 0, -39)
(11, 5, -41)
(10, -1, -37)
(9, -1, -42)
(10, 0, -41)
(11, -1, -43)
(10, -6, -38)
(10, -3, -39)
(10, -4, -39)
(10, -3, -41)
(10, -3, -41)
(11, -3, -40)
(9, 1, -41)
(9, -1, -40)
(11, -2, -39)
(10, -2, -39)
(10, -3, -40)
(9, -2, -40)
(11, 0, -41)
(12, 0, -39)
(9, -4, -39)
(9, -2, -37)
(9, 0, -38)
(9, -1, -40)
(14, 0, -39)
(12, -3, -40)
(11, -3, -38)
(10, -1, -40)
(9, -5, -41)
(11, -3, -39)
(9, -3, -41)
(11, -3, -40)
(11, -4, -41)
(10, -5, -37)
(11, -6, -39)
(11, -5, -39)
(11, -1, -39)
(8, 2, -40)
(8, -1, -39)
(11, -2, -40)
(11, -1, -39)
(12, -2, -42)
(9, -2, -41)
(11, 3, -39)
(10, -1, -41)
(9, 1, -40)
(10, 0, -40)
(8, 1, -40)
(11, -1, -40)
(9, -2, -39)
(10, 0, -38)
(10, -2, -41)
(10, -3, -40)
(8, -1, -39)
(9, 0, -41)
(9, 1, -37)
(9, -2, -40)
(10, 1, -39)
(9, 1, -43)
(8, -2, -42)
(11, 1, -38)
(10, 1, -41)
(12, -3, -38)
(11, -2, -39)
(12, -2, -40)
(8, -6, -39)
(9, 0, -40)
(10, 0, -40)
(8, 1, -40)
(11, -2, -40)
(11, -3, -38)
(11, 0, -41)
(12, 0, -38)
(11, 1, -39)
(9, 1, -39)
(10, 3, -42)
(8, -4, -41)
(10, -3, -38)
(12, -3, -39)
(8, -3, -40)
(11, -1, -41)
(11, -1, -38)
(9, 0, -41)
(12, -2, -40)
(10, 2, -42)
(10, 1, -38)
(12, -4, -38)
(10, -3, -39)
(10, 0, -39)
(9, 3, -40)
(9, 3, -42)
(9, -1, -39)
(11, -2, -40)
(10, -2, -40)
(11, 1, -40)
(10, 2, -40)
(10, 1, -40)
(10, -2, -40)
(13, 1, -40)
(9, 0, -40)
(9, -1, -40)
(9, -4, -40)
(11, 0, -40)
(11, 0, -40)
(8, -2, -40)
(11, 3, -37)
(11, -1, -39)
(11, 0, -39)
(11, -3, -42)
(11, -1, -38)
(11, -4, -38)
(12, 0, -39)
(11, -3, -42)
